ds,y,onpromotion
2013-03-11,8.613575156653303,0
2013-03-12,8.51038708231309,0
2013-03-13,8.712558640549064,0
2013-03-14,8.424677383714995,0
2013-03-15,8.637546787017305,0
2013-03-16,8.665695779331354,0
2013-03-17,7.722947952672401,0
2013-03-18,8.549146212605477,0
2013-03-19,8.505778695215938,0
2013-03-20,8.731807996147376,0
2013-03-21,8.536644580564932,0
2013-03-22,8.664935208131617,0
2013-03-23,8.616059948186942,0
2013-03-24,7.629431605656056,0
2013-03-25,8.563009985212238,0
2013-03-26,8.479133212350426,0
2013-03-27,8.76224773409955,0
2013-03-28,8.646062282383506,0
2013-03-29,7.602266029457928,0
2013-03-30,8.378926031297224,0
2013-03-31,7.6223551952484705,0
2013-04-01,8.723537380316193,0
2013-04-02,8.661325569335776,0
2013-04-03,8.8644574130869,0
2013-04-04,8.496479741446993,0
2013-04-05,8.749245263761438,0
2013-04-06,8.629644348951201,0
2013-04-07,7.768423358096072,0
2013-04-08,8.5902912251824,0
2013-04-09,8.47727390683074,0
2013-04-10,8.830029282189514,0
2013-04-11,8.455840842370563,0
2013-04-12,8.734452263090642,0
2013-04-13,8.61158513158574,0
2013-04-14,7.701164453398785,0
2013-04-15,8.605855504860006,0
2013-04-16,8.588361561455914,0
2013-04-17,8.733633204138222,0
2013-04-18,8.518323151970286,0
2013-04-19,8.583149269844547,0
2013-04-20,8.658791880721134,0
2013-04-21,7.803957582722943,0
2013-04-22,8.613552093845978,0
2013-04-23,8.53429472305543,0
2013-04-24,8.869707070118306,0
2013-04-25,8.460318667111135,0
2013-04-26,8.75108770348899,0
2013-04-27,8.582070215880092,0
2013-04-28,7.79496317532462,0
2013-04-29,8.4095315858361,0
2013-04-30,8.608692117611566,0
2013-05-01,7.893172741916985,0
2013-05-02,8.63930940306834,0
2013-05-03,8.861088239680582,0
2013-05-04,8.66542990042646,0
2013-05-05,7.910188477118978,0
2013-05-06,8.668185574785964,0
2013-05-07,8.628369383198898,0
2013-05-08,8.75659175148639,0
2013-05-09,8.527215202868607,0
2013-05-10,8.721992552198158,0
2013-05-11,8.74677596635935,0
2013-05-12,7.552527534149095,0
2013-05-13,8.637393569611081,0
2013-05-14,8.617830069141911,0
2013-05-15,8.683171590044264,0
2013-05-16,8.605264323333863,0
2013-05-17,8.703183676122032,0
2013-05-18,8.645109247507659,0
2013-05-19,7.6197889859734245,0
2013-05-20,8.560743173592282,0
2013-05-21,8.50390002751725,0
2013-05-22,8.682343665361671,0
2013-05-23,8.599162964183465,0
2013-05-24,7.694492524432993,0
2013-05-25,8.356267816007016,0
2013-05-26,7.391897855556445,0
2013-05-27,8.5554728850264,0
2013-05-28,8.54374884717076,0
2013-05-29,8.807856764773632,0
2013-05-30,8.507194369387392,0
2013-05-31,8.725342975908173,0
2013-06-01,8.729317048311817,0
2013-06-02,7.456229226498715,0
2013-06-03,8.748803994166794,0
2013-06-04,8.681790429733297,0
2013-06-05,8.890531723371371,0
2013-06-06,8.624545482352078,0
2013-06-07,8.810699917589409,0
2013-06-08,8.61953766338343,0
2013-06-09,7.754759810638388,0
2013-06-10,8.649029723575849,0
2013-06-11,8.588423398200966,0
2013-06-12,8.732481650514977,0
2013-06-13,8.463398455240748,0
2013-06-14,8.709127233221002,0
2013-06-15,8.604046991157892,0
2013-06-16,7.592907585536348,0
2013-06-17,8.693771792295525,0
2013-06-18,8.536526100568983,0
2013-06-19,8.817133029850934,0
2013-06-20,8.46101175899801,0
2013-06-21,8.632205458703426,0
2013-06-22,8.567630949937323,0
2013-06-23,7.7002798117217655,0
2013-06-24,8.561490037640327,0
2013-06-25,8.64806477488247,0
2013-06-26,8.693445366721255,0
2013-06-27,8.481318936619916,0
2013-06-28,8.707059712579905,0
2013-06-29,8.617262751019487,0
2013-06-30,7.6757784581165645,0
2013-07-01,8.672233475428328,0
2013-07-02,8.663665093316494,0
2013-07-03,8.805736842602442,0
2013-07-04,8.54235125469202,0
2013-07-05,8.699458746642133,0
2013-07-06,8.548357306395271,0
2013-07-07,7.722344571716488,0
2013-07-08,8.6633604885058,0
2013-07-09,8.571283191374444,0
2013-07-10,8.72316421512463,0
2013-07-11,8.503140513431857,0
2013-07-12,8.630875564168461,0
2013-07-13,8.544287016543004,0
2013-07-14,7.519138563139361,0
2013-07-15,8.578382737867992,0
2013-07-16,8.658263668590536,0
2013-07-17,8.673227241159868,0
2013-07-18,8.469012101723282,0
2013-07-19,8.73450312019378,0
2013-07-20,8.53407351391646,0
2013-07-21,7.553113543955954,0
2013-07-22,8.526866454186619,0
2013-07-23,8.638556122704069,0
2013-07-24,8.675305897754715,0
2013-07-25,8.539670082815709,0
2013-07-26,8.636941228525425,0
2013-07-27,8.518060215642082,0
2013-07-28,7.493402991288608,0
2013-07-29,8.660449023045652,0
2013-07-30,8.404807837032678,0
2013-07-31,8.699072983980075,0
2013-08-01,8.722233544186869,0
2013-08-02,8.615908295155018,0
2013-08-03,8.593408954901957,0
2013-08-04,7.51696363288607,0
2013-08-05,8.629681345003977,0
2013-08-06,8.54317784700823,0
2013-08-07,8.691716252165635,0
2013-08-08,8.463854438082087,0
2013-08-09,8.636124190133042,0
2013-08-10,8.17141551202563,0
2013-08-11,7.530288990041685,0
2013-08-12,8.617930617042516,0
2013-08-13,8.436987187077193,0
2013-08-14,8.648582265915111,0
2013-08-15,8.512261852325812,0
2013-08-16,8.65181166445468,0
2013-08-17,8.501265820788014,0
2013-08-18,7.519887612827805,0
2013-08-19,8.542523454322964,0
2013-08-20,8.446571135528796,0
2013-08-21,8.618460501325549,0
2013-08-22,8.427189487332656,0
2013-08-23,8.64456090217098,0
2013-08-24,8.437488726532159,0
2013-08-25,7.6402678718413215,0
2013-08-26,8.58014357713408,0
2013-08-27,8.54964314810418,0
2013-08-28,8.67679782848606,0
2013-08-29,8.445737575576636,0
2013-08-30,8.694568368352,0
2013-08-31,8.578087329850982,0
2013-09-01,7.865501148898879,0
2013-09-02,8.634178219860656,0
2013-09-03,8.60486921414661,0
2013-09-04,8.769006138304979,0
2013-09-05,8.551151818663078,0
2013-09-06,8.725282072521876,0
2013-09-07,8.608100054471542,0
2013-09-08,7.700636025369933,0
2013-09-09,8.583931603518302,0
2013-09-10,8.482666961911361,0
2013-09-11,8.716028312332645,0
2013-09-12,8.589537852707869,0
2013-09-13,8.684028111910845,0
2013-09-14,8.585337142672353,0
2013-09-15,7.846061483689128,0
2013-09-16,8.699707894556235,0
2013-09-17,8.51955819259498,0
2013-09-18,8.638313053669316,0
2013-09-19,8.530132711574337,0
2013-09-20,8.6344617801008,0
2013-09-21,8.625954677213265,0
2013-09-22,7.704004927728515,0
2013-09-23,8.610349963392222,0
2013-09-24,8.634706324341044,0
2013-09-25,8.732220857851914,0
2013-09-26,8.5653961355867,0
2013-09-27,8.721149030335342,0
2013-09-28,8.569753572710013,0
2013-09-29,7.899227321062295,0
2013-09-30,8.651340622749943,0
2013-10-01,8.786297154543597,0
2013-10-02,8.906482846072537,0
2013-10-03,8.600661904241635,0
2013-10-04,8.831416897671899,0
2013-10-05,8.622804319268205,0
2013-10-06,7.833763047171673,0
2013-10-07,8.659836715435565,0
2013-10-08,8.654055629942087,0
2013-10-09,8.716923497760202,0
2013-10-10,8.588712415651662,0
2013-10-11,8.346915544290326,0
2013-10-12,8.301332058804745,0
2013-10-13,7.753654018198485,0
2013-10-14,8.57284925507086,0
2013-10-15,8.598627545684915,0
2013-10-16,8.719650163263639,0
2013-10-17,8.64096094597441,0
2013-10-18,8.789698629149848,0
2013-10-19,8.65247747532877,0
2013-10-20,7.844362229771127,0
2013-10-21,8.679390099070543,0
2013-10-22,8.59973271790336,0
2013-10-23,8.768793732762896,0
2013-10-24,8.479034938484155,0
2013-10-25,8.742419372710332,0
2013-10-26,8.62334169652881,0
2013-10-27,7.892480063299629,0
2013-10-28,8.611623529728075,0
2013-10-29,8.655262571781325,0
2013-10-30,8.67368056863844,0
2013-10-31,8.544545288829978,0
2013-11-01,8.860230544706967,0
2013-11-02,8.545141960385445,0
2013-11-03,7.868906942262662,0
2013-11-04,8.6879820009964,0
2013-11-05,8.76056908223613,0
2013-11-06,8.794386801748189,0
2013-11-07,8.6261121684139,0
2013-11-08,8.930782012631623,0
2013-11-09,8.650375273038776,0
2013-11-10,7.933236861406345,0
2013-11-11,8.670757867576881,0
2013-11-12,8.563374240517556,0
2013-11-13,8.909072428094904,0
2013-11-14,8.671646511157702,0
2013-11-15,8.829150374682504,0
2013-11-16,8.66789731009782,0
2013-11-17,7.779108475771639,0
2013-11-18,8.763590667051318,0
2013-11-19,8.775869741384497,0
2013-11-20,8.867928651490548,0
2013-11-21,8.60923950514531,0
2013-11-22,8.844892054298452,0
2013-11-23,8.619643636924264,0
2013-11-24,7.753912776402582,0
2013-11-25,8.780946644360595,0
2013-11-26,8.685771913229285,0
2013-11-27,8.819992667920975,0
2013-11-28,8.596110281204206,0
2013-11-29,8.78282212106048,0
2013-11-30,8.707462415003684,0
2013-12-01,7.954237434789981,0
2013-12-02,8.808808966704001,0
2013-12-03,8.753718485845896,0
2013-12-04,9.122562701349475,0
2013-12-05,8.686302854237962,0
2013-12-06,8.037554495232444,0
2013-12-07,8.592049612726285,0
2013-12-08,7.798372447290797,0
2013-12-09,8.770765380147896,0
2013-12-10,8.921245966651691,0
2013-12-11,9.04630158219333,0
2013-12-12,8.983127426899262,0
2013-12-13,8.939937615226937,0
2013-12-14,8.876146258460887,0
2013-12-15,8.057743275308397,0
2013-12-16,8.942785841219724,0
2013-12-17,8.826704219127244,0
2013-12-18,9.146744129954174,0
2013-12-19,8.978658724635608,0
2013-12-20,9.297231392639947,0
2013-12-21,9.026545290077152,0
2013-12-22,8.603709545902444,0
2013-12-23,9.348177245202868,0
2013-12-24,9.0521703253055,0
2013-12-26,8.724629223023694,0
2013-12-27,8.914784583014386,0
2013-12-28,8.419236091607917,0
2013-12-29,7.506730229826891,0
2013-12-30,8.657892951294365,0
2013-12-31,8.437966633934842,0
2014-01-01,0.0,0
2014-01-02,9.395646221253,0
2014-01-03,9.367468164374175,0
2014-01-04,9.29326341979215,0
2014-01-05,8.441515094954534,0
2014-01-06,9.284332008791782,0
2014-01-07,9.167809105920785,0
2014-01-08,9.501031836661339,0
2014-01-09,9.192037898885797,0
2014-01-10,9.277022805789725,0
2014-01-11,9.22270065754439,0
2014-01-12,8.40707493117537,0
2014-01-13,9.267556367491608,0
2014-01-14,9.128414442152438,0
2014-01-15,9.468566509270419,0
2014-01-16,9.074500946577704,0
2014-01-17,9.3070577366858,0
2014-01-18,9.218808317510234,0
2014-01-19,8.43651878426259,0
2014-01-20,9.133815527692374,0
2014-01-21,9.274197880026973,0
2014-01-22,9.420925029493352,0
2014-01-23,9.122107342163432,0
2014-01-24,9.312977201125214,0
2014-01-25,9.069856983846607,0
2014-01-26,8.450408950536652,0
2014-01-27,9.174184248248096,0
2014-01-28,9.103718728097014,0
2014-01-29,9.421862066375585,0
2014-01-30,9.102625642886826,0
2014-01-31,9.267872197200532,0
2014-02-01,8.801370880683702,0
2014-02-02,7.820709646577526,0
2014-02-03,8.729441444016555,0
2014-02-04,8.649222531699742,0
2014-02-05,8.911149254480529,0
2014-02-06,8.645723072307138,0
2014-02-07,8.783991120343943,0
2014-02-08,8.71322450487843,0
2014-02-09,7.780935566247094,0
2014-02-10,8.669073409981635,0
2014-02-11,8.721952949980324,0
2014-02-12,8.922121621671936,0
2014-02-13,8.636323053028562,0
2014-02-14,8.862468000043032,0
2014-02-15,8.790336993497299,0
2014-02-16,7.927305597507511,0
2014-02-17,8.64565131172994,0
2014-02-18,8.78668262684169,0
2014-02-19,8.822312006429447,0
2014-02-20,8.636818617717083,0
2014-02-21,8.702681495435828,0
2014-02-22,8.73840736267319,0
2014-02-23,7.755789867918206,0
2014-02-24,8.722902933168868,0
2014-02-25,8.685718006025711,0
2014-02-26,8.707086675344508,0
2014-02-27,8.483413839170453,0
2014-02-28,8.807731969595949,0
2014-03-01,9.024530776642457,0
2014-03-02,7.758923212395297,0
2014-03-03,7.993422473633669,0
2014-03-04,8.258949784540043,0
2014-03-05,9.489782211773003,0
2014-03-06,9.270269702722027,0
2014-03-07,9.379078048372332,0
2014-03-08,9.20205302659585,0
2014-03-09,8.534100454717942,0
2014-03-10,9.208778452815276,0
2014-03-11,9.169204265627972,0
2014-03-12,9.5118172446414,0
2014-03-13,9.069655453789865,0
2014-03-14,9.217210150916673,0
2014-03-15,9.10838184077927,0
2014-03-16,8.597403761923097,0
2014-03-17,9.22238000386763,0
2014-03-18,9.18234997015144,0
2014-03-19,9.387953067799069,0
2014-03-20,9.059163349776657,0
2014-03-21,9.290025763512219,0
2014-03-22,9.219573019613776,0
2014-03-23,8.413008429844158,0
2014-03-24,9.125657481955427,0
2014-03-25,9.155790306377567,0
2014-03-26,9.39243823708635,0
2014-03-27,9.030943095304275,0
2014-03-28,9.237802884945665,0
2014-03-29,9.235941839725237,0
2014-03-30,8.423861810297776,0
2014-03-31,9.166463298994195,0
2014-04-01,8.85814125371179,0
2014-04-02,8.953535197097793,0
2014-04-03,8.618998956608433,0
2014-04-04,8.98180327661806,0
2014-04-05,8.793867199842298,0
2014-04-06,8.046270740182834,0
2014-04-07,8.816753039964999,0
2014-04-08,8.594276451009312,0
2014-04-09,8.866467276434626,0
2014-04-10,8.652514504427074,0
2014-04-11,8.795571331204519,0
2014-04-12,8.721714011083549,0
2014-04-13,7.809456901447015,0
2014-04-14,8.662038366159782,0
2014-04-15,8.68767409014714,0
2014-04-16,8.857059661105465,0
2014-04-17,8.62871345644512,0
2014-04-18,8.006101498590347,0
2014-04-19,8.37413311617529,0
2014-04-20,7.797284701627767,0
2014-04-21,8.732656126972087,0
2014-04-22,8.622288071796136,0
2014-04-23,9.039048840183561,0
2014-04-24,8.668039044887152,0
2014-04-25,8.869745772079282,0
2014-04-26,8.761785855394002,0
2014-04-27,7.77097429390712,0
2014-04-28,8.661952019840216,0
2014-04-29,8.679878547064412,0
2014-04-30,8.910724036658928,0
2014-05-01,7.851848319910179,0
2014-05-02,8.971249950023045,0
2014-05-03,8.860528962858853,0
2014-05-04,7.897242939564505,0
2014-05-05,8.490789255141438,0
2014-05-06,8.893588501620744,0
2014-05-07,8.908497712662335,0
2014-05-08,8.62113600260582,0
2014-05-09,8.935596821350538,0
2014-05-10,8.864565375754271,0
2014-05-11,7.776709930674143,0
2014-05-12,8.700816404021912,0
2014-05-13,8.810541679369567,0
2014-05-14,8.788439737519738,0
2014-05-15,8.649161538120687,0
2014-05-16,8.897562060154367,0
2014-05-17,8.713180773583105,0
2014-05-18,7.859632435283042,0
2014-05-19,8.824360929172347,0
2014-05-20,8.795928104745789,0
2014-05-21,8.824221757739398,0
2014-05-22,8.649518682934202,0
2014-05-23,8.752985797068163,0
2014-05-24,8.700766797402709,0
2014-05-25,7.7818155248774845,0
2014-05-26,8.710651503860928,0
2014-05-27,8.514255881542239,0
2014-05-28,8.844468696014484,0
2014-05-29,8.565603092818757,0
2014-05-30,9.013868473659388,0
2014-05-31,8.706593963829013,0
2014-06-01,7.9387020291526955,0
2014-06-02,8.87092350404046,0
2014-06-03,8.802885232067577,0
2014-06-04,8.919188286654103,0
2014-06-05,8.705777761036382,0
2014-06-06,8.968800915043738,0
2014-06-07,8.70100480435827,0
2014-06-08,7.703235194293977,0
2014-06-09,8.737070614736627,0
2014-06-10,8.680509284794441,0
2014-06-11,8.897691609378208,0
2014-06-12,8.610052373614808,0
2014-06-13,8.889768415250986,0
2014-06-14,8.87999558413871,0
2014-06-15,7.471002750080176,0
2014-06-16,8.774975745089186,0
2014-06-17,8.667611715406013,0
2014-06-18,8.789362764797504,0
2014-06-19,8.62985987193213,0
2014-06-20,9.012346219153681,0
2014-06-21,8.805781652973279,0
2014-06-22,7.804059198599104,0
2014-06-23,8.751666873854912,0
2014-06-24,8.641305308117959,0
2014-06-25,8.849683511003722,0
2014-06-26,8.701685058049753,0
2014-06-27,8.999787659827398,0
2014-06-28,8.713742219373868,0
2014-06-29,7.790600080955451,0
2014-06-30,8.694733167987671,0
2014-07-01,9.174731119560974,8
2014-07-02,9.6032838101706,193
2014-07-03,9.168924346908879,11
2014-07-04,9.37780384206047,156
2014-07-05,9.032349663505547,8
2014-07-06,8.39623002861147,7
2014-07-07,9.227133083232117,8
2014-07-08,9.116205828640414,10
2014-07-09,9.40499728447617,192
2014-07-10,9.122197445826206,10
2014-07-11,9.285596441956157,164
2014-07-12,9.13879195214113,17
2014-07-13,8.411879339114105,5
2014-07-14,9.208465916281268,6
2014-07-15,9.129821617677097,8
2014-07-16,9.390251110080653,181
2014-07-17,9.072131887360467,12
2014-07-18,9.288426058239612,156
2014-07-19,9.181329393651712,11
2014-07-20,8.241139249708704,6
2014-07-21,9.222220918466961,9
2014-07-22,9.177860671163723,14
2014-07-23,9.3227329057479,189
2014-07-24,9.061486240638757,9
2014-07-25,9.210513357013408,155
2014-07-26,9.081764114367465,22
2014-07-27,8.237957481139668,6
2014-07-28,9.107168237841634,6
2014-07-29,9.132384992649648,7
2014-07-30,9.303041605073158,186
2014-07-31,9.138474699373372,12
2014-08-01,8.962864296357033,160
2014-08-02,8.70923237872341,13
2014-08-03,7.764177952773327,4
2014-08-04,8.838554400811377,8
2014-08-05,8.705349360374635,9
2014-08-06,8.749722795596853,15
2014-08-07,8.558168518180503,6
2014-08-08,8.943024036218578,166
2014-08-09,8.642518027003167,16
2014-08-10,7.749884375724277,11
2014-08-11,8.70293522503722,7
2014-08-12,8.563585053385255,7
2014-08-13,8.87879613280474,11
2014-08-14,8.670929385527586,11
2014-08-15,8.84117720230889,162
2014-08-16,8.662678380378383,8
2014-08-17,7.819772492370131,11
2014-08-18,8.67246518502187,12
2014-08-19,8.564706159365318,7
2014-08-20,8.836619252577758,14
2014-08-21,8.705375208782343,13
2014-08-22,8.842983146516595,166
2014-08-23,8.648382668721558,13
2014-08-24,7.740940885431282,10
2014-08-25,8.62711787539323,14
2014-08-26,8.620318931822974,14
2014-08-27,8.795237418686117,16
2014-08-28,8.489142421522113,7
2014-08-29,8.937391760146927,161
2014-08-30,8.784656740098889,11
2014-08-31,7.977087733160247,3
2014-09-01,9.30292793974277,11
2014-09-02,9.282848178833737,12
2014-09-03,9.445243942402211,193
2014-09-04,9.08801091745211,12
2014-09-05,9.351771705359845,178
2014-09-06,9.229414891128695,10
2014-09-07,8.473976247960561,8
2014-09-08,9.291085263737681,13
2014-09-09,9.232415708828032,12
2014-09-10,9.403865681682364,195
2014-09-11,9.188579205585818,10
2014-09-12,9.222496782496679,159
2014-09-13,9.167167073639751,19
2014-09-14,8.523855151301108,5
2014-09-15,9.146409559479638,14
2014-09-16,9.187164473593084,14
2014-09-17,9.393844728569913,190
2014-09-18,9.051132542965327,17
2014-09-19,9.21903536076166,157
2014-09-20,9.281888642222128,26
2014-09-21,8.478368991849052,7
2014-09-22,9.098385941947681,9
2014-09-23,9.12921024719558,9
2014-09-24,9.439639896347213,187
2014-09-25,9.14022215334502,8
2014-09-26,9.198183373818582,153
2014-09-27,9.285448029064085,9
2014-09-28,8.466555050789639,11
2014-09-29,9.210181959429578,12
2014-09-30,9.141400499084781,13
2014-10-01,9.553518786124263,196
2014-10-02,9.251150014420151,11
2014-10-03,9.472674791152153,174
2014-10-04,9.391301420364814,19
2014-10-05,8.516709474444044,13
2014-10-06,9.20895511294778,21
2014-10-07,9.12158369101106,20
2014-10-08,9.445969098116219,189
2014-10-09,9.120995583789817,10
2014-10-10,8.604559172193179,137
2014-10-11,9.06024953980346,13
2014-10-12,8.333768786709022,3
2014-10-13,9.206306547032884,9
2014-10-14,9.262156811399503,18
2014-10-15,9.410117563837398,192
2014-10-16,9.147282034825594,11
2014-10-17,9.257280921901407,164
2014-10-18,9.311533395690393,11
2014-10-19,8.601889791375491,7
2014-10-20,9.193700900623213,10
2014-10-21,9.078996413743095,10
2014-10-22,9.443662741305708,201
2014-10-23,9.057745796989535,25
2014-10-24,9.232048633769576,168
2014-10-25,9.17704487850667,17
2014-10-26,8.549098752427222,14
2014-10-27,9.223705459766267,11
2014-10-28,9.037796774744676,16
2014-10-29,9.411411058522143,202
2014-10-30,9.133080746268117,5
2014-10-31,9.317631223336667,154
2014-11-01,8.978407558008179,13
2014-11-02,8.084271374119993,18
2014-11-03,8.405841430481898,6
2014-11-04,9.248457399369267,9
2014-11-05,9.596879780174929,200
2014-11-06,9.178854142439466,5
2014-11-07,9.272696951722516,168
2014-11-08,9.217316283627161,14
2014-11-09,8.466313705713851,16
2014-11-10,9.125960547594527,10
2014-11-11,9.181747257308265,8
2014-11-12,9.408114175495715,199
2014-11-13,9.133842948324858,7
2014-11-14,9.191195981994282,162
2014-11-15,9.256488095591727,19
2014-11-16,8.59808649107997,22
2014-11-17,9.230884195009121,11
2014-11-18,9.297088822737074,6
2014-11-19,9.440196940485823,197
2014-11-20,9.14278375429705,19
2014-11-21,9.229876786978268,172
2014-11-22,9.211278431860402,12
2014-11-23,8.522984189174322,8
2014-11-24,9.164039122886335,13
2014-11-25,9.135188500764768,16
2014-11-26,9.477878766133504,204
2014-11-27,9.03698398896709,12
2014-11-28,9.220833822639815,165
2014-11-29,9.179301512401945,12
2014-11-30,8.490662750643756,6
2014-12-01,9.306618447218558,13
2014-12-02,9.20902781084458,22
2014-12-03,9.517808159816433,195
2014-12-04,9.288972423603708,16
2014-12-05,9.30545471078673,165
2014-12-06,9.087866928535162,19
2014-12-07,8.450031499439085,20
2014-12-08,9.27684283831025,5
2014-12-09,9.293097739316984,17
2014-12-10,9.657825911392273,204
2014-12-11,9.370503398512612,14
2014-12-12,9.27087426026469,162
2014-12-13,9.276548810057253,17
2014-12-14,8.519059848128059,30
2014-12-15,9.370010988880239,15
2014-12-16,9.41635713346418,11
2014-12-17,9.546538856845089,207
2014-12-18,9.390771478494498,13
2014-12-19,9.479171985675405,170
2014-12-20,9.438561729384178,21
2014-12-21,8.944181941886955,24
2014-12-22,9.528380053751754,15
2014-12-23,9.512257838695026,42
2014-12-24,9.459938962382187,210
2014-12-26,9.18015669354017,151
2014-12-27,8.787099557978037,28
2014-12-28,7.944485071708428,6
2014-12-29,9.167598306131529,37
2014-12-30,9.309265374067225,21
2014-12-31,9.283403827383598,207
2015-01-01,0.0,0
2015-01-02,8.476121790796867,145
2015-01-03,8.57015919604366,20
2015-01-04,8.018344555986328,30
2015-01-05,9.047340856427194,29
2015-01-06,8.843934522257412,29
2015-01-07,9.029155728651117,23
2015-01-08,8.748763537353842,14
2015-01-09,8.938993746621401,171
2015-01-10,8.906008863690738,9
2015-01-11,7.983208453649649,8
2015-01-12,8.898571733250856,23
2015-01-13,8.890379157925999,16
2015-01-14,8.916883658331663,42
2015-01-15,8.617328620051323,7
2015-01-16,8.939054477860958,172
2015-01-17,8.925649953129536,9
2015-01-18,7.97811691607307,3
2015-01-19,8.880023134425638,13
2015-01-20,8.739603353866565,10
2015-01-21,8.922237544352692,9
2015-01-22,8.784559539960282,7
2015-01-23,8.895538801094114,166
2015-01-24,8.785473307292603,6
2015-01-25,7.867588524637876,7
2015-01-26,8.764971753661875,7
2015-01-27,8.697939174311923,15
2015-01-28,8.920987841085262,8
2015-01-29,8.820865784309092,14
2015-01-30,9.063876804018026,163
2015-01-31,8.892207476884266,6
2015-02-01,8.086552419067036,9
2015-02-02,8.976767246239948,20
2015-02-03,8.876767508108644,12
2015-02-04,8.901991675090166,24
2015-02-05,8.688648083628145,13
2015-02-06,8.925359581109241,183
2015-02-07,8.819122929127047,24
2015-02-08,8.018390995676517,8
2015-02-09,8.788646636159777,11
2015-02-10,8.829288276398326,17
2015-02-11,8.812749381475394,20
2015-02-12,8.708974529720798,9
2015-02-13,8.899041742941382,164
2015-02-14,8.598017316780354,11
2015-02-15,7.564104130047004,7
2015-02-16,7.627798496467641,5
2015-02-17,7.528096255105599,18
2015-02-18,8.871278124169827,14
2015-02-19,8.59590935808472,5
2015-02-20,8.981094111958072,169
2015-02-21,8.883943111904888,9
2015-02-22,7.98380663973814,2
2015-02-23,8.82033804646993,6
2015-02-24,8.725537370417074,8
2015-02-25,8.874589692170227,14
2015-02-26,8.659722084684475,8
2015-02-27,8.95143517802026,162
2015-02-28,8.848193340581554,8
2015-03-01,8.109415010215924,10
2015-03-02,8.847121204096208,9
2015-03-03,8.864231410922168,15
2015-03-04,8.928175982409382,17
2015-03-05,8.788055247163369,14
2015-03-06,8.887605464686862,161
2015-03-07,8.965689563937739,8
2015-03-08,7.965606333436824,10
2015-03-09,8.996396870124437,11
2015-03-10,8.829760833450749,11
2015-03-11,8.958782299730782,13
2015-03-12,8.659936424455195,10
2015-03-13,9.029788288740102,169
2015-03-14,8.925195607966439,14
2015-03-15,7.979061801395916,9
2015-03-16,8.832645621679292,10
2015-03-17,8.735511680818883,13
2015-03-18,8.765883626034983,15
2015-03-19,8.787180175227741,15
2015-03-20,9.017490306840664,159
2015-03-21,8.87975636565142,9
2015-03-22,7.999874868958246,12
2015-03-23,8.778397090612575,10
2015-03-24,8.816366090716015,20
2015-03-25,8.860805023221076,14
2015-03-26,8.649132792813049,6
2015-03-27,8.919062245197873,163
2015-03-28,8.826179410378623,8
2015-03-29,7.931825034524479,17
2015-03-30,8.675798392259528,19
2015-03-31,8.822041625148918,14
2015-04-01,9.0136948756307,24
2015-04-02,8.858373186276339,11
2015-04-03,7.911758675219772,122
2015-04-04,8.608948149812802,13
